age,income,years_experience,target
55,144362,4,0
31,127449,10,0
40,126819,3,0
42,69423,34,0
32,133612,39,1
39,125351,11,1
20,116120,20,0
36,147409,15,1
51,120918,13,1
52,96600,20,0
18,71848,26,1
38,139419,35,0
46,36820,0,1
23,38512,0,1
54,66725,21,1
18,81534,14,0
18,115151,19,1
44,69776,2,0
38,90945,13,0
33,144348,8,1
57,113420,18,0
43,77455,39,0
33,113488,33,1
45,82433,3,0
18,39711,32,1
53,89262,36,1
27,116009,1,0
34,113785,26,1
40,39597,16,1
24,90067,30,0
24,117520,5,0
32,78022,30,0
51,111924,2,0
21,142673,39,1
31,136263,2,1
31,145856,32,1
33,48782,12,1
24,81782,20,1
49,102144,36,0
36,128651,15,1
19,85013,20,1
27,140716,12,1
34,138309,3,1
54,148030,30,0
29,102036,8,0
23,65342,32,0
39,115745,36,1
49,50977,36,1
58,133576,23,1
37,87396,24,0
18,144836,28,1
23,136998,39,0
36,80021,35,1
35,99057,14,0
23,148559,17,0
50,96836,19,1
40,57075,4,1
40,119515,17,0
43,60802,39,0
30,107761,0,0
24,107017,18,0
32,116753,22,0
44,140349,25,1
43,85822,28,0
50,81603,33,1
32,132689,18,1
53,110291,17,1
44,120450,1,1
22,65592,26,1
19,86006,5,0
50,56269,38,1
33,134268,5,0
40,80138,5,1
55,92398,30,0
33,120091,39,1
31,49874,29,0
46,87228,20,0
43,92670,17,0
52,132071,22,1
32,141880,37,0
20,140572,22,1
40,146694,27,1
46,37925,35,0
51,33107,24,1
50,116388,6,1
58,125719,17,1
58,148018,19,1
40,57617,4,0
24,104258,17,1
20,80075,39,0
49,52631,32,1
48,92444,14,0
35,127158,34,0
24,146584,0,1
58,37883,20,1
18,49708,7,1
31,76221,6,1
49,47197,39,1
23,51134,39,0
56,135922,29,0
27,63550,37,0
24,44642,34,1
43,50439,1,1
51,127779,7,1
47,136093,37,0
53,54583,3,1
38,123885,36,0
34,109538,20,0
50,92014,12,1
27,49523,8,0
59,140285,28,0
29,100543,23,0
33,115971,15,1
58,135879,11,0
49,120629,1,1
32,147878,18,1
44,144488,29,0
45,106830,15,1
34,133941,23,0
19,75538,12,1
53,77310,4,1
24,40908,22,1
30,145266,37,1
32,87290,30,1
42,83634,16,1
40,42699,2,1
39,130169,25,0
43,96912,12,0
50,44255,37,0
28,109183,21,1
27,90282,20,0
42,88249,28,1
54,68176,38,1
55,38163,4,1
58,84210,13,1
41,134587,17,1
57,130280,3,1
50,101979,32,1
34,108860,38,1
41,51143,19,0
54,135899,12,1
19,34920,35,0
49,146575,3,0
41,112911,34,1
26,67996,7,0
21,41748,39,1
34,124071,35,0
34,111251,5,1
47,77252,21,0
57,93179,5,1
28,36450,35,0
38,82756,8,1
38,80235,15,1
35,120546,38,0
46,30020,37,0
41,110253,32,0
27,142884,17,0
34,138421,11,1
35,39664,26,0
59,96635,0,0
37,53225,14,1
54,98173,26,1
35,136885,15,1
34,136048,20,0
26,115333,0,0
31,70225,28,0
46,40807,2,0
48,113274,11,1
21,36402,27,0
35,34521,38,0
37,93165,36,1
26,149813,30,1
30,144693,30,1
32,38382,32,0
44,140996,32,0
32,132657,39,1
45,45065,10,0
54,115470,28,0
36,44425,24,1
43,43111,12,1
43,70799,18,1
42,83257,35,0
43,91177,27,0
43,111046,3,0
45,67851,2,1
35,38816,37,0
49,107853,36,0
20,32175,24,1
19,41341,34,0
50,93908,28,0
59,55654,28,1
36,90895,11,1
34,89696,34,1
50,87889,19,1
29,117144,16,1
20,113115,11,0
43,60194,35,1
52,64837,9,1
25,98894,17,1
53,114358,29,0
24,71576,7,0
53,132548,12,1
33,49727,30,0
41,64579,5,0
18,126554,6,0
42,46555,20,1
27,83294,37,0
33,79777,27,0
33,35906,20,1
25,70751,20,1
46,99599,23,0
56,138750,26,1
45,104180,26,1
23,137914,12,1
33,103678,28,1
37,61644,38,0
33,63521,27,1
24,41564,36,1
58,135155,28,0
31,100640,21,1
43,57299,35,0
43,77958,29,1
31,86078,27,0
24,43421,22,1
50,118747,32,1
43,41202,3,0
37,139407,2,0
20,72185,31,0
21,136663,3,0
43,33685,0,0
28,120197,11,1
19,72637,12,0
31,48366,33,1
47,133248,28,0
29,54276,8,0
43,110946,30,1
50,78239,6,1
30,105214,12,1
31,54575,1,1
41,71401,32,0
51,71230,6,1
43,109424,17,0
38,112263,7,0
45,144507,11,0
53,98617,29,1
57,53021,8,1
19,39449,27,1
59,45657,3,1
26,65059,38,1
40,31532,16,1
32,132666,10,0
30,80805,1,1
40,111551,22,0
34,67756,21,0
19,101880,25,1
37,136734,11,1
37,143997,31,1
20,104642,8,1
29,64206,4,0
57,82168,25,1
19,143123,6,1
53,105188,28,0
31,54550,32,0
33,36389,23,1
36,117897,24,0
51,65847,30,1
23,134599,28,1
30,109239,4,0
53,48642,37,0
39,136862,10,1
35,147679,31,1
29,66509,7,1
47,109417,19,0
57,79237,33,0
24,45414,7,1
49,93176,1,1
36,109865,20,0
23,147181,14,1
37,92059,5,0
44,79150,4,1
54,118367,2,0
24,71091,15,1
22,103124,34,1
28,30903,8,1
32,139952,34,0
20,84235,18,1
22,88565,33,1
40,85342,38,1
54,72723,9,1
26,65572,9,1
32,47610,19,1
20,64052,0,0
46,128993,5,0
23,117063,1,1
34,67550,37,1
43,84033,32,0
38,59011,2,0
25,132811,35,1
38,64764,12,0
28,127540,34,1
55,83533,14,1
25,54064,21,0
59,79581,3,1
41,58702,16,1
52,115701,4,1
31,38631,20,1
31,117388,23,0
27,100043,30,0
29,96063,39,0
55,58981,29,1
51,65764,6,0
58,131771,6,0
27,80513,26,0
34,143076,23,1
34,129007,18,1
20,96198,33,1
48,54940,21,1
18,137418,26,1
29,101792,5,0
56,58432,9,0
21,38367,30,0
59,141764,24,1
30,133601,1,0
51,55511,9,0
59,38573,9,1
38,45582,25,1
39,35378,4,1
21,95296,21,1
35,43500,3,0
22,95841,33,1
36,51881,6,1
19,100233,16,1
29,81542,10,0
34,95285,7,0
27,89547,27,0
51,92151,32,0
23,37222,24,0
25,37933,20,1
28,113385,11,1
29,119772,25,1
26,139767,28,0
19,128706,37,1
25,108437,34,0
28,36940,36,0
53,144326,28,1
27,114590,23,1
38,136399,14,1
37,89145,5,1
25,73610,31,0
53,87520,33,0
46,34544,35,0
59,120854,19,1
29,84812,11,0
31,101610,34,1
38,81500,37,0
39,69618,16,1
38,149090,26,0
47,129054,16,1
56,55444,10,1
37,115982,38,0
41,124079,1,1
40,86586,1,0
24,54789,28,1
26,31617,23,0
18,130834,23,1
43,33333,15,0
55,70002,30,0
55,93620,8,0
39,117688,26,0
27,119627,13,1
23,30511,24,1
34,142850,21,0
55,67850,34,0
41,112172,32,1
27,116053,26,0
25,61786,39,0
38,104356,25,0
23,66244,18,1
38,104714,38,0
56,97261,25,1
41,48477,5,1
50,76533,2,1
35,64469,5,0
45,38496,27,0
49,42270,2,0
29,106008,12,1
59,50724,12,0
44,60416,12,0
27,65575,0,1
59,111190,39,1
49,106614,36,1
59,123566,30,0
43,103108,16,0
42,47408,8,0
28,49359,12,1
40,38698,36,0
51,100392,13,1
57,123063,10,0
40,69492,24,0
46,104781,30,0
48,73634,13,0
24,147255,6,0
57,72864,23,1
50,124482,35,1
38,67355,2,0
19,67690,25,0
35,67814,25,1
50,61645,0,0
54,114814,14,1
51,102739,10,0
37,86630,36,0
52,78171,6,1
35,51658,11,1
41,138132,37,0
25,45797,2,1
47,88799,25,1
27,148301,29,0
40,128342,31,0
28,126494,35,0
19,82236,36,0
43,36265,17,1
53,102134,0,0
50,130719,20,0
30,112678,27,1
57,83494,15,1
42,82268,27,0
21,145452,21,0
59,56998,18,1
36,121426,0,0
35,124414,30,1
54,91339,33,1
47,44306,39,1
36,94006,5,0
40,148717,27,0
33,77345,2,1
18,41885,30,0
29,139681,15,1
41,73826,16,0
51,85597,26,0
25,37443,23,1
35,127375,19,0
22,146005,31,0
43,47084,34,0
47,119447,12,1
30,34383,19,0
36,122313,1,1
46,64361,3,0
20,110294,26,0
43,91331,24,0
57,125057,3,1
29,50529,31,1
19,88574,16,1
28,118627,0,0
45,135330,32,0
35,126917,29,0
30,130916,4,1
54,60932,11,0
39,139633,37,0
29,31908,31,1
19,135258,37,0
54,143489,16,1
24,60358,39,0
43,60412,31,0
43,113710,23,0
41,111032,11,0
29,32928,30,0
33,95158,18,1
40,60632,28,0
57,62309,20,0
26,39280,25,1
49,70449,27,1
32,117171,16,1
54,56957,8,0
30,66895,20,1
22,100499,33,1
28,123057,10,1
27,128151,19,1
30,140065,38,0
58,141858,15,1
32,51695,28,1
59,104893,0,0
24,93123,17,0
57,55176,21,1
45,48409,7,0
49,86967,6,1
52,30987,24,0
32,84462,29,0
53,97501,33,1
38,135620,10,0
23,126854,14,0
18,56015,34,1
21,124727,22,1
28,142350,20,0
43,96404,27,0
54,146751,12,1
40,80281,33,0
46,67146,37,1
38,78231,5,0
44,59032,3,0
56,58305,4,1
57,84306,39,1
30,118176,5,0
40,48318,20,0
33,43246,27,0
47,63844,2,0
21,62602,22,1
57,51584,7,0
33,146327,18,0
48,45169,10,1
59,55968,9,1
42,36385,27,1
29,103758,19,0
43,145391,27,1
54,55444,28,1
50,133784,7,0
45,136081,18,1
26,92497,20,1
29,35362,17,0
22,129254,8,1
45,38250,3,0
52,98354,24,1
22,66368,33,1
51,74109,8,1
51,110589,8,0
30,87645,17,1
56,86997,10,1
59,57426,12,1
31,147632,37,1
28,142637,8,0
59,69023,15,1
55,89267,3,1
21,54892,33,1
50,89232,6,1
24,149952,14,0
58,139211,37,0
25,124897,10,0
54,89225,31,1
27,46007,26,0
32,109777,29,0
55,74858,16,0
32,75073,35,1
22,119438,18,1
46,120042,6,0
36,113098,20,1
27,50239,27,1
29,92969,2,1
21,43065,13,0
48,140951,1,1
35,71291,28,1
33,68805,17,0
57,128831,36,1
53,48443,23,1
42,39290,11,0
40,30211,31,0
29,113634,17,1
51,49072,12,1
53,73290,3,1
54,115186,22,0
20,45115,9,0
26,35149,4,1
35,71992,39,1
52,47716,13,1
51,127724,33,1
58,43621,27,0
31,36820,7,1
21,143065,15,0
46,72800,30,0
58,85043,6,0
32,60399,2,1
45,149374,28,0
59,44002,35,0
33,73098,38,1
29,75511,3,1
22,83243,8,0
51,145131,16,1
59,58750,19,0
18,121610,13,1
56,47310,28,0
49,85398,12,0
43,112542,35,1
34,105207,16,1
44,147725,3,1
41,74345,19,0
52,123430,10,0
59,144921,21,1
56,121729,7,0
43,81843,27,1
55,40222,29,0
40,119322,32,0
39,61509,32,1
21,30386,35,1
26,94334,26,0
21,97170,19,0
24,70878,32,0
40,99669,24,0
19,137680,18,1
41,68349,20,1
57,130271,32,1
48,51952,2,0
48,120352,13,0
57,51529,14,0
51,101303,32,0
41,71521,21,1
43,48383,0,1
33,34901,30,1
30,72889,34,0
32,44633,19,1
44,92244,31,1
21,49163,11,1
33,89019,15,1
47,40707,7,0
47,118112,13,0
53,113597,17,1
20,75101,29,1
39,74706,32,1
39,107084,33,1
29,45115,33,1
38,105379,6,0
21,132481,5,1
48,69979,5,1
48,70641,21,1
40,99377,7,0
37,36416,36,0
32,40633,14,0
40,133189,25,0
45,30594,38,0
33,44393,2,1
54,65380,9,1
38,75056,2,0
32,118279,29,0
34,127507,21,0
54,146184,2,1
30,148243,0,0
36,34861,32,0
47,133070,18,0
35,66126,35,1
31,110382,33,0
53,121713,30,1
53,63682,23,1
37,48228,11,1
36,130299,12,1
24,54009,15,1
21,30094,15,0
51,136988,19,1
19,110636,26,1
22,82221,38,1
27,128453,12,0
49,47430,3,1
59,65571,31,1
58,84486,39,1
30,120510,33,0
56,126665,38,1
22,142770,16,1
27,92294,23,1
27,50860,28,1
55,102812,27,1
44,96087,21,1
38,143784,27,1
25,38486,24,0
18,113063,2,0
45,79607,12,0
56,39745,30,1
31,136664,12,0
38,108533,17,1
47,48330,36,0
38,70078,33,0
26,85332,16,1
34,134121,20,1
22,84532,35,1
48,120365,39,1
57,73336,18,1
55,38070,11,0
36,31320,27,1
53,119043,10,0
50,68921,36,0
30,36589,27,1
31,94409,34,0
50,122995,14,0
46,45589,15,1
53,66375,6,1
27,73085,2,0
48,90840,30,0
23,73200,11,0
18,128704,7,1
24,56732,24,1
44,127047,34,1
38,52426,11,0
45,60982,20,1
33,89720,25,1
40,46746,1,0
37,58514,13,0
55,94889,3,0
42,33851,16,1
45,49796,4,1
22,106034,23,1
38,92798,6,1
35,128388,22,1
23,92985,16,1
46,64592,11,1
36,74845,10,0
50,45930,10,1
18,140853,33,1
20,138417,36,0
59,143436,28,0
38,137126,35,0
52,51159,26,0
58,125072,21,1
57,119788,1,1
20,54003,35,0
42,135722,29,0
55,65139,6,1
37,135372,11,0
51,82452,2,0
38,52205,16,1
40,126059,31,0
23,86955,7,1
30,140163,22,0
40,37464,37,1
26,112646,29,0
34,141852,14,1
19,102657,9,1
36,39840,37,0
36,132616,14,0
24,70768,29,0
59,39461,25,0
59,50927,13,0
37,119934,2,1
26,128622,35,1
34,45329,25,1
44,45791,13,1
19,82627,30,0
53,44372,13,1
36,144239,39,1
34,122890,9,1
22,78469,8,0
56,139554,39,0
35,117073,17,1
24,148822,35,0
34,64370,35,1
56,81408,11,0
53,120941,39,0
57,137351,2,0
21,53703,17,1
55,45234,6,0
42,37532,30,1
22,135670,0,0
47,65416,30,1
29,102439,12,1
21,48242,28,1
41,80254,2,1
46,109324,28,1
26,65249,34,1
21,130124,14,0
41,125049,20,1
31,138575,18,0
22,115078,27,1
35,62294,3,1
59,89784,12,0
36,33684,14,1
29,53795,38,0
35,90301,31,1
34,99187,2,0
47,40431,29,0
41,105667,19,1
28,119627,1,0
52,120381,24,0
40,120027,10,1
34,85372,0,1
18,100366,9,1
32,124176,16,0
49,149667,29,0
26,102870,34,0
32,77387,18,1
45,82927,33,1
41,39304,31,0
52,143183,11,1
39,47032,16,1
44,121291,5,1
36,142889,12,1
29,89486,38,1
37,95552,21,0
18,103844,10,0
38,59654,6,1
18,69244,20,1
27,35942,0,0
49,80697,29,0
56,32693,18,0
39,86751,28,0
35,111098,34,0
49,148777,19,1
44,36259,35,0
45,149746,38,0
35,143883,0,0
56,137772,22,0
46,147928,30,1
35,34942,34,1
25,77419,21,0
48,132092,6,0
51,86105,32,1
24,95907,35,0
53,57383,6,0
35,53404,26,1
55,102656,1,1
26,35702,16,0
26,103883,0,0
25,130965,29,1
52,86332,21,1
35,69419,27,1
22,120576,32,0
31,133182,25,0
45,141395,34,0
47,132619,10,1
21,118078,6,0
56,138269,27,1
37,103844,24,0
42,69242,30,1
45,64142,2,0
29,139699,32,1
19,126226,33,1
31,37393,20,1
39,99939,36,1
48,99082,18,0
40,132281,36,1
37,58893,20,0
55,39388,13,0
21,148099,9,1
32,137292,6,1
41,92969,28,0
42,66660,39,0
18,119244,7,0
24,54726,38,0
48,109544,12,0
29,131553,18,0
59,92996,10,0
22,30111,1,1
59,145370,5,0
55,47545,28,0
29,70168,4,1
56,32379,29,0
35,125773,38,0
19,141484,35,1
27,117346,26,0
32,71120,17,0
47,47809,35,1
34,82813,15,1
21,104005,4,0
24,57967,8,1
58,39748,33,1
48,53424,33,0
56,116512,35,1
51,53914,30,1
23,125603,19,0
55,138411,16,0
51,108478,19,1
32,49491,27,1
31,79454,20,0
23,100069,18,0
54,81925,2,1
49,119119,29,0
20,67049,4,0
20,57821,5,1
39,125797,2,1
39,133072,23,0
27,59945,0,0
20,47384,35,1
29,58410,14,0
46,107734,37,1
34,93766,17,0
24,124890,22,0
30,146406,28,0
19,37169,21,1
21,70129,23,1
27,127445,12,0
56,33830,32,0
41,86306,21,1
34,116940,34,1
23,95267,16,0
36,57757,21,1
22,93867,4,1
49,65650,24,0
27,63766,5,0
26,111478,16,1
44,62419,30,1
30,46668,16,0
36,46246,32,1
38,54996,38,0
41,81312,36,0
55,33065,3,1
21,40467,13,0
41,80646,12,0
52,140380,26,0
20,51007,23,0
21,98079,26,0
54,58702,7,1
57,124369,38,0
52,105569,20,0
48,83952,10,0
42,88065,30,1
57,64169,26,0
30,46829,26,0
21,90135,7,0
31,34522,32,0
30,115687,11,1
44,65319,34,1
23,56543,33,0
34,148576,15,1
53,133120,35,1
57,147419,1,1
52,60473,11,0
34,37699,26,0
58,98165,16,0
19,70455,19,0
30,105692,20,0
19,47441,29,0
45,60716,19,1
43,92175,7,1
39,36834,17,1
20,48179,17,1
52,56219,17,1
29,133153,1,0
41,45782,11,0
22,111363,31,1
37,104967,7,0
56,132454,9,0
56,139593,10,0
30,39496,13,0
58,118867,25,0
29,69238,29,1
30,76025,3,1
27,89886,38,1
50,53563,10,0
57,33712,23,0
33,124067,21,0
52,75489,2,0
20,62664,36,1
22,140799,1,0
43,42420,11,1
28,84610,20,1
24,35315,4,1
27,100917,6,1
59,105033,3,0
51,124576,35,0
20,147862,21,1
25,127911,28,0
48,109030,8,0
28,93910,25,0
24,127288,11,1
19,90972,0,1
23,120893,7,1
58,85919,32,1
49,112486,3,1
37,111288,13,1
51,132926,28,1
33,34132,13,0
42,71598,8,1
29,123812,8,0
24,135299,25,1
56,50551,16,0
34,122511,3,0
28,98206,2,0
23,104900,28,0
40,56296,24,1
44,120216,20,1
23,48066,11,1
55,58892,0,1
19,105577,0,1
39,104590,6,1
37,107173,9,1
42,106293,14,1
32,94771,39,1
46,136794,10,1
25,57484,22,1
54,107865,12,0
50,129074,26,0
39,57115,16,0
22,56038,12,0
56,66622,11,0
35,65886,28,1
55,81284,20,1
54,39901,19,0
47,86377,19,1
48,112910,30,0
27,79862,7,1
32,148992,23,1
59,141826,10,0
35,62806,38,0
40,47659,32,0
50,144306,14,1
33,53453,3,0
55,60498,0,1
52,100393,31,1
51,46312,10,1
45,31436,29,1
19,57569,36,0
47,88813,18,0
30,146787,35,0
58,120485,33,0
33,103229,6,1
22,75986,19,0
45,132555,11,0
56,83177,31,0
37,39305,1,0
41,62646,21,1
44,122838,39,1
47,106126,23,1
44,147922,30,1
43,70430,3,0
24,98659,23,1
59,145341,16,0
55,34158,39,0
22,104236,18,0
40,106067,39,0
45,57738,37,1
51,39879,33,1
32,35543,32,0
49,142284,5,1
43,77924,35,1
48,72348,12,0
36,114117,8,0
26,66679,34,1
46,109118,33,0
56,73888,15,1
21,60276,17,0
20,133539,17,0
46,34799,37,0
28,120627,31,0
50,123770,6,1
55,142529,22,1
28,120141,22,1
44,90558,17,1
50,145013,6,0
38,66534,39,0
56,61668,23,1
48,34111,13,1
55,54686,4,1
19,102551,21,1
44,102392,21,1
53,46490,9,0
28,65194,25,1
35,44497,14,1
18,149066,37,0
52,83516,0,0
52,147219,13,1
48,118730,35,1
45,74104,30,1
56,35316,27,0
18,68130,33,1
42,100229,34,1
55,137294,38,0
37,59954,22,0
20,143437,18,0
19,51652,17,0
35,44178,14,1
27,138933,0,0
22,81163,24,0
26,44751,25,0
19,95961,34,1
51,33044,14,0
55,93165,3,1
48,41480,14,0
27,95439,37,1
29,73874,38,1
53,134533,0,1
38,96775,21,0
23,36566,10,1
20,115311,37,0
27,132517,36,0
22,83149,25,1
43,33006,26,0
38,102561,12,1
43,49423,6,0
55,134862,7,1
43,120710,22,0
25,122199,25,1
22,63952,26,0
32,57326,8,0
33,147272,37,1
18,61139,12,0
33,92103,6,0
54,142734,10,1
20,90857,9,1
48,103638,32,1
30,142173,38,1
33,102652,2,1
38,42937,28,0
19,60161,36,1
44,34383,15,0
55,115856,15,0
43,146387,6,0
55,100043,14,0
42,44735,37,0
28,89919,5,1
25,125249,17,1
25,112055,18,1
50,97561,1,1
24,115455,2,1
55,67622,24,1
38,68135,35,0
25,65658,27,1
38,114677,37,1
37,59696,27,1
25,33773,31,1
48,54956,35,1
46,45819,38,0
26,31528,35,0
32,116491,22,0
47,74588,1,1
43,100585,9,1
27,129152,5,1
46,50511,7,0
33,40119,14,0
53,105893,28,1
37,46167,27,1
54,86503,21,0
39,140782,33,0
24,117789,19,0
40,64889,32,1
58,75678,14,0
57,125334,6,1
46,90262,23,1
33,34681,25,1
55,110291,9,0
45,96008,14,0
55,146475,36,0
48,128417,23,0
31,43690,10,1
50,55912,39,1
26,36473,20,1
44,71298,39,1
41,48669,37,0
30,129500,14,1
43,111998,14,0
46,50943,36,1
45,68785,13,0
45,130956,20,1
25,93427,19,1
40,92001,32,0
46,91724,2,1
22,149006,39,0
59,40832,22,1
24,35385,22,0
59,125898,26,0
53,44708,34,0
58,88600,24,0
44,53438,31,1
19,112747,21,0
42,110107,7,0
26,90062,37,0
44,95428,17,0
18,116843,27,1
40,41002,27,0
27,66153,10,1
59,52440,11,1
42,97501,1,0
20,62556,36,0
23,97963,3,0
23,131145,33,0
19,120725,22,1
35,120674,12,1
40,36563,6,0
19,109923,31,0
29,35840,22,1
39,45154,7,1
54,54194,36,0
37,95020,33,0
56,76861,28,0
41,52448,36,0
37,126460,22,0
18,53528,37,0
18,59402,28,1
34,34352,4,1
18,30184,39,1
47,40384,10,1
58,44319,13,0
20,50449,1,0
28,86333,34,1
41,71205,34,0
39,40426,27,0
43,37504,7,0
30,86578,31,1
18,88209,3,1
41,146775,6,1
27,63368,38,1
52,136108,26,1
41,141553,36,1
45,133841,16,1
53,82185,9,0
33,127630,3,1
57,146744,22,0
33,110221,13,0
34,38724,4,1
32,35084,1,0
33,64810,23,0
32,112277,17,1
51,112297,26,0
28,108872,23,1
18,50872,28,0
32,108950,10,0
43,100333,17,0
21,98843,3,0
22,142025,32,1
52,128104,13,1
30,32596,31,1
27,47167,3,0
28,117844,19,0
35,147067,20,0
51,119751,2,0
56,107331,24,1
58,110520,3,0
59,88326,10,1
40,107670,15,0
24,40782,35,0
56,72002,5,1
20,117187,30,1
29,54022,39,1
24,114458,12,1
43,44618,22,0
50,47245,3,1
54,113796,36,1
32,40027,36,0
19,43986,32,0
58,140704,28,0
24,33526,36,0
49,121797,18,1
21,74361,19,1
37,97158,31,0
53,68286,15,1
49,59533,4,1
45,130961,11,0
30,48316,20,1
18,38699,13,1
52,109491,36,0
47,127079,21,1
53,148166,29,1
42,130960,22,0
33,88465,4,1
36,46673,28,0
18,53395,29,0
22,134162,17,0
39,53707,0,0
41,114749,38,0
54,105937,16,0
53,116732,2,1
53,86416,6,0
21,121512,26,1
53,38758,27,0
35,97009,30,0
33,43281,14,0
58,144268,7,1
35,62548,5,1
39,48371,27,0
19,123899,3,1
38,107593,29,0
53,135977,16,0
56,49644,33,1
56,123659,5,0
46,53874,35,0
43,118659,34,1
38,44281,38,0
34,98787,38,0
33,52289,15,1
48,149988,1,1
26,35054,7,0
48,130020,14,0
31,137508,26,1
54,142410,15,1
19,96846,0,0
31,124682,9,1
50,79769,6,1
52,59312,9,1
56,126517,11,0
37,144186,16,0
19,34257,11,0
58,45846,14,0
36,52483,31,0
54,56558,31,1
35,73188,25,1
33,43012,13,1
21,63236,25,0
29,134209,4,0
46,75076,37,1
24,78402,3,1
31,124467,27,1
29,62076,0,1
52,110337,12,0
22,145827,2,0
34,105164,24,1
59,104264,15,0
49,47335,20,0
27,73773,12,0
34,82158,35,0
22,58570,7,1
59,117995,18,1
26,70658,15,0
50,89184,11,1
53,102613,19,0
53,88194,17,1
35,97507,11,1
26,141872,24,1
46,63959,10,1
31,83072,21,1
42,75588,33,1
32,70533,12,1
23,138558,37,0
59,98582,11,1
46,91743,38,0
32,74518,35,1
46,42703,27,1
21,79456,26,1
35,85491,38,0
56,38043,12,0
33,133212,39,0
28,138931,26,0
31,98340,30,0
20,40176,1,1
59,33936,17,0
55,61174,25,0
59,112632,30,0
35,118768,37,1
37,138177,21,1
42,55909,35,1
55,74158,18,0
30,38366,13,1
21,115125,13,0
31,84337,28,1
50,89331,16,1
45,142918,36,1
54,92197,8,1
25,102042,0,1
51,80924,3,0
22,58842,6,0
22,47458,10,1
48,117367,13,0
26,95382,18,1
59,104319,39,1
49,41170,2,1
50,149952,7,1
20,110145,28,1
47,135626,36,1
29,74942,8,1
46,118571,18,0
20,46208,11,0
43,65178,26,1
47,109172,36,0
26,39039,24,1
43,44990,37,0
19,36441,16,0
20,104221,32,1
21,109314,38,1
42,75959,13,0
30,56862,27,1
56,57273,17,0
52,123949,32,1
40,72500,14,0
26,33956,10,0
19,102089,35,0
58,118789,14,1
48,119451,29,0
19,147782,14,1
49,32365,22,1
35,102204,14,1
30,35000,28,1
22,87072,10,1
59,82499,17,0
27,99211,39,1
42,42907,30,1
51,47336,8,0
54,115220,21,0
47,123847,10,1
24,82331,16,1
23,110672,32,1
20,139459,10,0
30,107755,38,1
20,98783,7,1
43,99951,3,0
41,82509,35,0
23,36472,18,0
59,52380,23,1
29,133152,17,1
53,57280,32,1
19,51859,35,0
28,129341,9,0
56,78402,13,1
51,38262,6,0
43,41066,11,0
35,45554,21,0
38,37008,26,0
53,117851,36,1
57,110799,10,1
39,46238,35,0
47,133946,12,0
47,112025,31,0
25,47153,7,0
51,89353,6,0
26,82092,16,1
37,142835,21,0
57,73152,33,1
42,79104,19,1
36,54283,7,0
22,76429,21,1
28,107223,26,0
32,118534,33,0
25,84957,20,0
36,58887,14,1
40,76172,4,1
44,34355,37,1
57,63701,16,0
49,71534,7,1
43,101442,18,1
44,91274,4,1
36,108108,22,0
59,42279,18,1
46,73491,13,0
56,106147,9,1
58,38261,30,1
50,34474,12,1
36,121414,21,0
54,58390,36,0
36,56925,38,1
50,112174,9,1
33,89051,30,0
40,119007,34,0
24,34787,12,1
43,141879,29,1
49,103398,33,0
29,88177,35,1
25,73724,34,0
22,40663,3,1
59,46120,3,1
45,52740,5,1
22,132046,27,1
43,32035,29,0
22,130271,26,1
39,87443,4,1
32,97388,38,1
30,82335,34,1
45,73315,38,1
50,94165,14,1
40,134922,18,0
50,76627,29,1
35,38303,37,0
47,139654,31,0
43,79334,39,0
33,85892,28,0
30,91196,5,1
56,95700,25,1
50,69726,26,1
43,130441,34,0
18,105751,27,1
55,79606,4,0
19,146973,15,0
23,60694,17,1
55,61253,12,0
59,54230,24,0
41,83974,9,0
35,93545,28,0
44,46925,9,1
58,36033,5,0
25,92461,15,0
45,32665,24,0
27,57025,3,1
34,53533,36,1
46,75897,33,0
23,107661,18,1
31,50998,32,1
39,148980,3,1
23,91248,33,1
43,134493,11,0
56,53057,30,0
29,109244,15,1
52,113608,1,1
31,100631,1,1
39,127031,35,1
40,142713,5,1
24,135887,22,1
57,97173,38,1
42,110206,36,0
30,68734,15,0
38,92072,18,1
58,94175,23,1
27,132974,26,0
26,93783,6,0
32,124194,29,1
19,100739,13,0
42,117054,14,0
30,81042,11,1
51,82357,28,0
51,38669,22,1
52,143272,12,0
55,97902,8,1
20,48910,23,0
59,86959,38,0
23,126623,29,1
36,30366,0,0
20,78415,9,0
35,39907,37,1
56,134910,14,0
26,125825,8,0
29,62780,12,1
22,87879,22,1
20,115159,32,1
28,65085,8,1
47,95499,2,1
21,50426,29,1
22,78197,8,1
18,37485,24,1
44,79527,23,0
45,94600,31,0
46,128560,6,1
35,145137,35,0
29,121005,24,1
30,111439,19,0
58,98748,16,0
19,88528,35,1
54,134479,25,0
33,57799,18,0
41,76339,36,0
52,46087,2,1
39,37446,27,0
53,80460,21,0
28,124817,18,1
46,88260,15,0
52,44877,5,0
32,54723,36,0
48,42943,30,0
59,40306,33,1
58,66784,30,1
33,148628,10,1
27,50455,35,0
49,120027,5,1
19,101448,26,0
41,59974,6,0
40,57371,31,1
19,128746,7,1
55,131248,32,1
48,33936,14,0
57,63166,26,0
43,55727,29,0
46,144000,21,0
20,93969,28,1
31,58368,29,1
42,98531,1,0
18,69097,14,0
20,64984,26,1
43,80859,6,1
35,74291,26,0
26,95228,20,1
55,122099,12,0
40,52150,16,0
38,52061,10,0
18,59178,9,0
38,130872,32,1
44,86790,13,1
59,95696,36,0
